gmt_create,predict_type,predict_status,exec_time_seconds,groupId,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,num_lora,source_row,source_date,task_pool_id,task_index,task_uid,compute_multiplier,memory_multiplier,semantic_class,warning,requested_model,resolved_model,latency_ms,prompt_tokens,completion_tokens,total_tokens,attempts,response_sha256,q_count,q_data,q_llm,vram_base_gb,vram_requirement_gb_simulated,vram_value_classification
2024-11-28 16:56:51,TXT_2_IMG,SUCCEED,18.0,G2008,62.0,26.0,1.0,30.0,M0002,0,11942,2024-11-28,3,40,pool03-task040,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1006.7716669291258,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7069913589945012,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:05:54,TXT_2_IMG,SUCCEED,27.0,G1851,48.0,26.0,1.0,53.0,M0027,0,11951,2024-11-28,3,41,pool03-task041,2.5,2.0,image_generation,High step count increases compute demand.,deepseek-chat,deepseek-v4-flash,1613.076000008732,174,49,223,1,2be22670c2beb0bbcb0e2eb8bb94cd3cb68af995d4686c55cc15ca5e86af8f42,1.0,1.0604870384917517,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:19:11,TXT_2_IMG,SUCCEED,17.0,G2016,51.0,26.0,1.0,30.0,M0002,0,11989,2024-11-28,3,42,pool03-task042,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1062.6499169738963,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6677140612725844,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:26:47,TXT_2_IMG,SUCCEED,16.0,G2025,71.0,26.0,1.0,30.0,M0010,0,12014,2024-11-28,3,43,pool03-task043,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1537.304166937247,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6284367635506677,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:28:01,TXT_2_IMG,SUCCEED,11.0,G2024,44.0,26.0,1.0,30.0,M0010,0,12017,2024-11-28,3,44,pool03-task044,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1171.1090420139951,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.43205027494108406,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:42:25,IMG_2_IMG,SUCCEED,42.0,G0074,119.0,0.0,3.0,30.0,M0003,0,12052,2024-11-28,3,45,pool03-task045,2.5,2.0,image_editing,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1490.205749985762,173,53,226,1,f0d4ccca43fa297c011d549ef1adbabdb69611d3833ff05a554028bce9edcfc4,1.0,1.6496465043205026,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:49:38,TXT_2_IMG,SUCCEED,23.0,G2034,64.0,26.0,8.0,30.0,M0002,0,12072,2024-11-28,3,46,pool03-task046,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1359.8882909864187,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.9033778476040848,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:51:00,TXT_2_IMG,SUCCEED,22.0,G2038,60.0,26.0,2.0,30.0,M0016,0,12077,2024-11-28,3,47,pool03-task047,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1096.8384169973433,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.8641005498821681,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:51:04,TXT_2_IMG,SUCCEED,24.0,G2034,13.0,26.0,2.0,30.0,M0004,0,12078,2024-11-28,3,48,pool03-task048,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1084.819542011246,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce,1.0,0.9426551453260016,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:52:42,TXT_2_IMG,SUCCEED,43.0,G2028,63.0,0.0,1.0,30.0,M0001,0,12084,2024-11-28,3,49,pool03-task049,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1037.8966249991208,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,1.6889238020424193,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:54:27,TXT_2_IMG,SUCCEED,34.0,G0146,207.0,0.0,1.0,30.0,M0001,1,12096,2024-11-28,3,50,pool03-task050,2.5,2.0,TXT_2_IMG,High compute demand due to 30 steps and long prompt.,deepseek-chat,deepseek-v4-flash,882.2296250145882,174,57,231,1,bcfc092201e27b2d1e1ed5f24fa84a0a2cace92f654fb2caa21c000719d3a4f5,1.0,1.3354281225451687,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:56:16,TXT_2_IMG,SUCCEED,40.0,G1413,9.0,26.0,2.0,40.0,M0001,0,12107,2024-11-28,3,51,pool03-task051,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1076.9997499883175,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce,1.0,1.5710919088766693,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:56:57,TXT_2_IMG,SUCCEED,23.0,G2042,25.0,26.0,8.0,76.0,M0004,0,12109,2024-11-28,3,52,pool03-task052,3.5,2.5,TXT_2_IMG,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,949.4491670047864,174,55,229,1,19a933a934e3ecf82599a73211105e0ed54442968f35115ff2f27ef34cca2e1a,1.0,0.9033778476040848,1.6949152542372883,0.1625,0.40625,simulated_vbase_times_deepseek_multiplier
2024-11-28 17:57:06,IMG_2_IMG,SUCCEED,14.0,G2041,3.0,0.0,1.0,30.0,M0001,0,12110,2024-11-28,3,53,pool03-task053,1.5,1.5,image_editing,Low prompt length may affect quality.,deepseek-chat,deepseek-v4-flash,1030.787208001129,173,50,223,1,acc8a86fb561ad42b8ae521dc601f87a4ab6e8a3438551bf2523834cf73a314f,1.0,0.5498821681068342,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:04:15,IMG_2_IMG,SUCCEED,8.0,G0432,30.0,64.0,1.0,30.0,M0004,0,12139,2024-11-28,3,54,pool03-task054,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1170.7641660468653,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.31421838177533384,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:07:25,TXT_2_IMG,SUCCEED,17.0,G2044,115.0,0.0,1.0,30.0,M0004,0,12155,2024-11-28,3,55,pool03-task055,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,921.164457919076,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6677140612725844,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:16:08,TXT_2_IMG,SUCCEED,17.0,G2051,85.0,26.0,1.0,30.0,M0000,0,12190,2024-11-28,3,56,pool03-task056,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,890.0677500059828,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6677140612725844,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:20:34,TXT_2_IMG,SUCCEED,27.0,G2005,4.0,26.0,1.0,30.0,M0015,0,12211,2024-11-28,3,57,pool03-task057,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,1174.6306249406189,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979,1.0,1.0604870384917517,0.48426150121065376,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:32:35,TXT_2_IMG,SUCCEED,18.0,G1922,52.0,26.0,2.0,30.0,M0002,0,12275,2024-11-28,3,58,pool03-task058,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1155.446041026153,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7069913589945012,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:35:40,IMG_2_IMG,SUCCEED,58.0,G1560,1.0,62.0,1.0,30.0,M0028,0,12290,2024-11-28,3,59,pool03-task059,1.5,1.5,image_editing,Short prompt may reduce quality.,deepseek-chat,deepseek-v4-flash,885.3291249834001,173,49,222,1,5b9964fbcbd7b405d7c2ee9371372cbcd480ce8683e576c541bc87f86b0bcfbb,1.0,2.27808326787117,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:38:05,IMG_2_IMG,SUCCEED,49.0,G1560,1.0,62.0,1.0,30.0,M0028,0,12293,2024-11-28,3,60,pool03-task060,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1039.881541975774,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,1.9245875883739199,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:41:42,TXT_2_IMG,SUCCEED,21.0,G2073,65.0,26.0,4.0,30.0,M0002,0,12300,2024-11-28,3,61,pool03-task061,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1080.6808329652995,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.8248232521602513,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:42:52,TXT_2_IMG,SUCCEED,35.0,G0146,45.0,0.0,8.0,30.0,M0001,1,12305,2024-11-28,3,62,pool03-task062,2.5,2.0,image_generation,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,939.7255830699578,174,55,229,1,3d853b362f8599f332c774883c08cf258c375dba35ac0a778ff28bdf4b225357,1.0,1.3747054202670856,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:44:44,IMG_2_IMG,SUCCEED,13.0,G1391,6.0,0.0,1.0,30.0,M0001,0,12313,2024-11-28,3,63,pool03-task063,1.5,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1074.8619169462472,173,57,230,1,17c6264b39e76891ec0d4f12e93077ec59b0208f2d3d3bb2824d5008f8325ba4,1.0,0.5106048703849175,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 18:49:04,IMG_2_IMG,SUCCEED,12.0,G1560,2.0,62.0,1.0,30.0,M0027,0,12325,2024-11-28,3,64,pool03-task064,1.5,1.5,image_editing,Short prompt may reduce quality.,deepseek-chat,deepseek-v4-flash,1245.136166922748,173,49,222,1,5b9964fbcbd7b405d7c2ee9371372cbcd480ce8683e576c541bc87f86b0bcfbb,1.0,0.4713275726630008,0.7263922518159807,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 19:36:56,TXT_2_IMG,SUCCEED,13.0,G1560,36.0,62.0,1.0,30.0,M0027,0,12384,2024-11-28,3,65,pool03-task065,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,886.8727498920634,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.5106048703849175,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 19:41:04,TXT_2_IMG,SUCCEED,10.0,G1560,36.0,62.0,1.0,30.0,M0027,0,12388,2024-11-28,3,66,pool03-task066,1.5,1.2,image_generation,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,1000.1054999884218,174,48,222,1,9a792016e1746d976be521c0840021b2659b44e3aff7bc0bfb0e162c868bca95,1.0,0.3927729772191673,0.7263922518159807,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-11-28 20:14:59,TXT_2_IMG,SUCCEED,82.0,G0389,23.0,0.0,8.0,30.0,M0003,1,12406,2024-11-28,3,67,pool03-task067,2.5,2.0,image_generation,High resource demand due to 8 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1022.0557920401916,174,55,229,1,3d853b362f8599f332c774883c08cf258c375dba35ac0a778ff28bdf4b225357,1.0,3.220738413197172,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 20:43:11,TXT_2_IMG,SUCCEED,34.0,G0601,14.0,26.0,2.0,40.0,M0001,0,12445,2024-11-28,3,68,pool03-task068,2.0,1.5,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,986.7761250352488,174,52,226,1,18f134c215e42cae2448dc63935c1edeec087f665dedd6e54fdf3aa90981f6ce,1.0,1.3354281225451687,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 20:53:15,IMG_2_IMG,SUCCEED,22.0,G2096,67.0,3.0,1.0,30.0,M0015,2,12483,2024-11-28,3,69,pool03-task069,2.5,2.0,image_editing,LoRA increases resource demand.,deepseek-chat,deepseek-v4-flash,1005.8649580460042,173,49,222,1,5ca9db9469f028e6e2c8effd1d78f63c4fdabec6f411f4e94faa0a6d86a811e8,1.0,0.8641005498821681,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 20:59:46,TXT_2_IMG,SUCCEED,16.0,G2107,48.0,26.0,1.0,30.0,M0000,0,12511,2024-11-28,3,70,pool03-task070,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1036.6826669778677,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6284367635506677,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:28:02,TXT_2_IMG,SUCCEED,20.0,G2128,53.0,26.0,1.0,30.0,M0014,0,12587,2024-11-28,3,71,pool03-task071,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1000.4185000434518,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.7855459544383346,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:30:06,IMG_2_IMG,SUCCEED,14.0,G1719,62.0,26.0,1.0,30.0,M0033,0,12601,2024-11-28,3,72,pool03-task072,2.0,1.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1040.23179190699,173,57,230,1,4944074fe3c01168f838207abd8848351ae074e988fddcfd1fa935877e318392,1.0,0.5498821681068342,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:31:27,IMG_2_IMG,SUCCEED,8.0,G1719,63.0,26.0,1.0,30.0,M0033,0,12611,2024-11-28,3,73,pool03-task073,2.0,2.5,image_editing,IMG_2_IMG with 30 steps; moderate resource demand.,deepseek-chat,deepseek-v4-flash,1040.4732499737293,173,57,230,1,a5eea40917a0a58b7980aec4d7e37609a9fbec74a3df7a13756eced6858d0a98,1.0,0.31421838177533384,0.9685230024213075,0.1625,0.40625,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:47:11,TXT_2_IMG,SUCCEED,24.0,G2146,49.0,26.0,1.0,30.0,M0002,0,12697,2024-11-28,3,74,pool03-task074,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,888.4118340210989,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.9426551453260016,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:47:15,TXT_2_IMG,SUCCEED,20.0,G2119,48.0,26.0,1.0,30.0,M0000,0,12698,2024-11-28,3,75,pool03-task075,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,850.2949170069769,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7855459544383346,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:53:25,TXT_2_IMG,SUCCEED,14.0,G2152,56.0,26.0,4.0,30.0,M0002,0,12736,2024-11-28,3,76,pool03-task076,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,982.0740841096268,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.5498821681068342,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:55:34,TXT_2_IMG,SUCCEED,24.0,G2146,5.0,26.0,1.0,30.0,M0044,0,12747,2024-11-28,3,77,pool03-task077,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,979.6714170370252,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63,1.0,0.9426551453260016,0.7263922518159807,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-11-28 21:57:11,TXT_2_IMG,SUCCEED,24.0,G2156,56.0,26.0,8.0,30.0,M0010,0,12755,2024-11-28,3,78,pool03-task078,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,928.0859580030664,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.9426551453260016,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:21:25,IMG_2_IMG,SUCCEED,22.0,G2149,90.0,26.0,4.0,30.0,M0004,1,12866,2024-11-28,3,79,pool03-task079,2.5,2.0,image_editing,High resource demand due to 4 images and 30 steps.,deepseek-chat,deepseek-v4-flash,1010.1783329155296,173,56,229,1,51caea6376d9b8e353dc6a5feadee594d8175236b06b1f7fd8247cf22310071b,1.0,0.8641005498821681,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:24:20,TXT_2_IMG,SUCCEED,11.0,G1776,59.0,26.0,1.0,30.0,M0002,0,12881,2024-11-28,3,80,pool03-task080,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1115.4019579989836,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.43205027494108406,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:25:51,TXT_2_IMG,SUCCEED,11.0,G2181,46.0,26.0,1.0,30.0,M0002,0,12887,2024-11-28,3,81,pool03-task081,2.0,2.0,image_generation,High compute and memory demand for 30-step text-to-image generation.,deepseek-chat,deepseek-v4-flash,1040.7618749886751,174,56,230,1,6e7685a5832ab18c8578bf999f28b0be1825ad96601310d74fd77d560cdde891,1.0,0.43205027494108406,0.9685230024213075,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:33:25,TXT_2_IMG,SUCCEED,19.0,G2186,266.0,26.0,1.0,30.0,M0004,0,12917,2024-11-28,3,82,pool03-task082,2.0,1.5,TXT_2_IMG,High prompt length and steps increase compute demand.,deepseek-chat,deepseek-v4-flash,1167.3524999059737,174,54,228,1,3b94360afa209d3763ba548bc36daa392fe8ab2852f52d86262a384bc4148fb3,1.0,0.7462686567164178,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:34:09,TXT_2_IMG,SUCCEED,13.0,G2178,61.0,28.0,1.0,30.0,M0004,0,12921,2024-11-28,3,83,pool03-task083,2.0,1.5,image_generation,High compute demand due to 30 steps.,deepseek-chat,deepseek-v4-flash,927.0275420276448,174,51,225,1,3b5d78851c069c07e58d6df71050bb35c6b57e0d8b2baf44268ca77fd8d629b3,1.0,0.5106048703849175,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:34:10,TXT_2_IMG,SUCCEED,18.0,G2183,13.0,28.0,1.0,30.0,M0016,0,12922,2024-11-28,3,84,pool03-task084,1.0,1.0,TXT_2_IMG,No LoRA; baseline text-to-image.,deepseek-chat,deepseek-v4-flash,1130.5138330208138,174,54,228,1,350867092611acda4d6acb5c82eeab6966ba81e439fa6a0e7d26faa0aef50c97,1.0,0.7069913589945012,0.48426150121065376,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:36:31,TXT_2_IMG,SUCCEED,15.0,G2189,61.0,26.0,1.0,30.0,M0002,0,12928,2024-11-28,3,85,pool03-task085,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,804.7754999715835,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.589159465828751,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:37:41,TXT_2_IMG,SUCCEED,15.0,G1957,57.0,26.0,1.0,30.0,M0002,0,12936,2024-11-28,3,86,pool03-task086,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,914.3159580416976,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.589159465828751,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:39:37,TXT_2_IMG,SUCCEED,16.0,G2183,76.0,28.0,1.0,30.0,M0026,0,12947,2024-11-28,3,87,pool03-task087,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1085.16683394555,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6284367635506677,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:47:02,TXT_2_IMG,SUCCEED,20.0,G2183,74.0,28.0,1.0,30.0,M0015,0,12981,2024-11-28,3,88,pool03-task088,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,895.8302090177312,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.7855459544383346,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:47:18,TXT_2_IMG,SUCCEED,22.0,G2192,35.0,26.0,1.0,30.0,M0002,0,12982,2024-11-28,3,89,pool03-task089,1.5,1.2,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1042.1452498994768,174,48,222,1,89460b8f9f1e83c0741634b57b8cf754d68618d3247c8da9e8c127eb09a56e63,1.0,0.8641005498821681,0.7263922518159807,0.1625,0.195,simulated_vbase_times_deepseek_multiplier
2024-11-28 22:56:39,TXT_2_IMG,SUCCEED,23.0,G2183,74.0,28.0,1.0,30.0,M0020,0,13011,2024-11-28,3,90,pool03-task090,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1065.825790981762,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.9033778476040848,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 23:06:28,TXT_2_IMG,SUCCEED,20.0,G2206,52.0,26.0,1.0,30.0,M0002,0,13032,2024-11-28,3,91,pool03-task091,2.0,1.5,TXT_2_IMG,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,1257.1903340285644,174,51,225,1,a4d59208a3b8e165c614ed722f6e7cd9c624f99b278450218d40f065255a386c,1.0,0.7855459544383346,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 23:12:25,TXT_2_IMG,SUCCEED,17.0,G2211,63.0,26.0,1.0,30.0,M0002,0,13047,2024-11-28,3,92,pool03-task092,2.0,1.5,image_generation,Standard text-to-image generation.,deepseek-chat,deepseek-v4-flash,925.4105410072953,174,48,222,1,478c8ed61a53b9e7f0140e6942d45717ddf313b86412c6d0fa12d1c1f96de4a0,1.0,0.6677140612725844,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 23:16:33,TXT_2_IMG,SUCCEED,23.0,G2214,49.0,26.0,1.0,30.0,M0002,0,13061,2024-11-28,3,93,pool03-task093,2.0,1.5,TXT_2_IMG,Standard text-to-image task.,deepseek-chat,deepseek-v4-flash,892.4129590159282,174,51,225,1,55fbbada13e964fb050c9d55189056fed3a2fa963b0485fa7d10af3951d3ec9c,1.0,0.9033778476040848,0.9685230024213075,0.1625,0.24375000000000002,simulated_vbase_times_deepseek_multiplier
2024-11-28 23:17:05,TXT_2_IMG,SUCCEED,18.0,G2216,58.0,26.0,2.0,30.0,M0010,0,13065,2024-11-28,3,94,pool03-task094,2.5,2.0,image_generation,High step count and multiple images increase resource demand.,deepseek-chat,deepseek-v4-flash,1124.3433749768883,174,52,226,1,95027d767c3b3ea737fe495a82c217544ce6ded932c18a40d950c0bab2abb14c,1.0,0.7069913589945012,1.2106537530266344,0.1625,0.325,simulated_vbase_times_deepseek_multiplier
2024-11-28 23:22:51,TXT_2_IMG,SUCCEED,22.0,G0264,9.0,26.0,1.0,30.0,M0026,0,13087,2024-11-28,3,95,pool03-task095,1.0,1.0,TXT_2_IMG,Baseline text-to-image task.,deepseek-chat,deepseek-v4-flash,1017.4739169888198,174,52,226,1,f169ec5db12b92ab821838f26f69d215859ed6fbf747c547d7ba144a20fa4979,1.0,0.8641005498821681,0.48426150121065376,0.1625,0.1625,simulated_vbase_times_deepseek_multiplier
